ProductID,ProductName,ProductCategory,ProductSubCategory,ProductPrice,StockReceived,StockSold,StockOnHand
924,Robert,InvalidCategory,Mobile,0.01,408,328,80
925,Robert,Electronics,Mobile,99999.99,190,9,181
926,Fred,Books,Academic,951.53,255,107,148
927,Fred,Books,Academic,InvalidPrice,308,189,119
928,Shawn,Electronics,Headphones,0.01,470,34,436
929,Fred,Books,Academic,951.53,377,129,248
930,Cynthia,Electronics,Headphones,872.85,347,99,248
931,Tammy,Home & Garden,Furniture,431.82,117,101,16
932,Shawn,Electronics,Headphones,461.09,202,193,9
933,Michael,Toys,Dolls,46.23,164,159,5
934,Anthony,Books,Academic,693.39,98,72,26
935,Cynthia,Electronics,Headphones,InvalidPrice,136,129,7
936,Martha,Books,Fiction,433.1,476,162,314
937,Martha,Books,Fiction,99999.99,226,13,213
938,Robert,Electronics,Mobile,847.43,266,91,175
939,Fred,Books,Academic,951.53,489,53,436
940,Michael,InvalidCategory,Dolls,InvalidPrice,84,14,70
941,Nathaniel,Electronics,Camera,652.35,138,127,11
942,Angela,Toys,Action Figures,0.01,361,303,58
943,Shannon,Home & Garden,Gardening Tools,InvalidPrice,198,125,73
944,Shawn,Electronics,Headphones,461.09,367,23,344
945,NonExistentProduct,InvalidCategory,Educational,26861.0,175,97,78
946,Fred,InvalidCategory,Academic,951.53,145,126,19
947,Robert,Electronics,Mobile,84743.0,459,247,212
948,Tammy,Home & Garden,Furniture,431.82,464,48,416
949,Martha,Books,Fiction,433.1,255,148,107
950,Elizabeth,Clothing,Shirt,99999.99,395,264,131
951,Fred,InvalidCategory,Academic,951.53,447,52,395
952,Pamela,Electronics,Headphones,InvalidPrice,127,55,72
953,Justin,Electronics,Headphones,660.05,275,209,66
954,Wanda,Toys,Educational,268.61,134,127,7
955,NonExistentProduct,Electronics,Mobile,847.43,399,327,72
956,Cynthia,Electronics,Headphones,872.85,195,4,191
957,Michael,Toys,Dolls,InvalidPrice,81,76,5
958,Anthony,Books,Academic,693.39,320,269,51
959,Angela,Toys,Action Figures,386.57,494,124,370
960,Katie,Books,Non-fiction,InvalidPrice,221,74,147
961,Jamie,Books,Fiction,930.3,279,1,278
962,Nathaniel,Electronics,Camera,InvalidPrice,141,48,93
963,Justin,Electronics,Headphones,660.05,156,54,102
964,Shawn,Electronics,Headphones,99999.99,114,77,37
965,Cynthia,Electronics,Headphones,872.85,331,178,153
966,Jamie,Books,Fiction,930.3,138,30,108
967,Angela,Toys,Action Figures,386.57,403,247,156
968,Shawn,Electronics,Headphones,461.09,81,62,19
969,Anthony,Books,Academic,InvalidPrice,138,33,105
970,Elizabeth,Clothing,Shirt,840.19,400,9,391
971,Elizabeth,Clothing,Shirt,840.19,112,65,47
972,NonExistentProduct,Electronics,Camera,InvalidPrice,341,199,142
973,Kristine,Electronics,Headphones,228.82,269,31,238
974,Martha,Books,Fiction,43310.0,387,63,324
975,NonExistentProduct,Electronics,Mobile,847.43,130,128,2
976,Fred,Books,Academic,951.53,397,51,346
977,Martha,Books,Fiction,433.1,366,300,66
978,Marvin,Clothing,Shirt,995.13,327,103,224
979,Fred,Books,Academic,95153.0,253,86,167
980,Wanda,Toys,Educational,268.61,106,36,70
981,Angela,Toys,Action Figures,386.57,408,246,162
982,Anthony,Books,Academic,693.39,133,95,38
983,Anthony,Books,Academic,693.39,286,252,34
984,Marvin,Clothing,Shirt,995.13,491,327,164
985,Fred,InvalidCategory,Academic,951.53,446,255,191
986,Wanda,Toys,Educational,0.01,459,399,60
987,Marvin,Clothing,Shirt,995.13,376,265,111
988,Jamie,Books,Fiction,930.3,158,87,71
989,Anthony,Books,Academic,693.39,285,253,32
990,Wanda,Toys,Educational,26861.0,328,95,233
991,Angela,Toys,Action Figures,386.57,133,74,59
992,Katie,Books,Non-fiction,99999.99,491,448,43
993,Justin,Electronics,Headphones,660.05,375,295,80
994,Marvin,Clothing,Shirt,0.01,367,356,11
995,Cynthia,Electronics,Headphones,InvalidPrice,53,15,38
996,Angela,InvalidCategory,Action Figures,386.57,55,19,36
997,Elizabeth,Clothing,Shirt,840.19,52,2,50
998,NonExistentProduct,Clothing,Shirt,840.19,329,50,279
999,Kristine,Electronics,Headphones,228.82,482,19,463
1000,Marvin,Clothing,Shirt,995.13,321,157,164
1001,Shawn,Electronics,Headphones,46109.0,137,21,116
1002,Nathaniel,Electronics,Camera,652.35,67,27,40
1003,Shannon,Home & Garden,Gardening Tools,0.01,431,222,209
1004,Angela,Toys,Action Figures,InvalidPrice,399,45,354
1005,Shannon,Home & Garden,Gardening Tools,99999.99,474,222,252
1006,NonExistentProduct,Electronics,Headphones,872.85,333,208,125
1007,Shawn,Electronics,Headphones,46109.0,424,162,262
1008,Tammy,Home & Garden,Furniture,431.82,122,60,62
1009,Cynthia,Electronics,Headphones,872.85,230,175,55
1010,Fred,Books,Academic,951.53,146,47,99
1011,Angela,Toys,Action Figures,386.57,121,110,11
1012,Michael,Toys,Dolls,46.23,317,94,223
1013,Martha,Books,Fiction,0.01,157,128,29
1014,Kristine,Electronics,Headphones,228.82,91,71,20
1015,Jamie,Books,Fiction,930.3,471,74,397
1016,Anthony,Books,Academic,693.39,241,110,131
1017,NonExistentProduct,Books,Fiction,433.1,257,218,39
1018,Pamela,Electronics,Headphones,651.11,352,337,15
1019,Amy,Home & Garden,Decor,364.01,134,30,104
1020,Jamie,Books,Fiction,930.3,60,42,18
1021,Katie,Books,Non-fiction,642.11,269,32,237
1022,Tammy,Home & Garden,Furniture,431.82,304,181,123
1023,Wanda,Toys,Educational,268.61,91,40,51
1024,Angela,InvalidCategory,Action Figures,386.57,167,26,141
1025,Shannon,InvalidCategory,Gardening Tools,68.01,89,27,62
1026,Jamie,Books,Fiction,0.01,50,30,20
1027,Wanda,Toys,Educational,268.61,150,62,88
1028,Angela,Toys,Action Figures,InvalidPrice,170,107,63
1029,Robert,Electronics,Mobile,84743.0,336,146,190
1030,Angela,Toys,Action Figures,InvalidPrice,453,369,84
1031,NonExistentProduct,Toys,Dolls,46.23,399,47,352
1032,NonExistentProduct,Electronics,Mobile,847.43,407,77,330
1033,NonExistentProduct,Home & Garden,Furniture,431.82,323,267,56
1034,Anthony,Books,Academic,693.39,109,4,105
1035,Wanda,Toys,Educational,InvalidPrice,253,103,150
1036,NonExistentProduct,Home & Garden,Gardening Tools,68.01,481,128,353
1037,Amy,InvalidCategory,Decor,364.01,380,377,3
1038,Anthony,Books,Academic,693.39,207,143,64
1039,Justin,Electronics,Headphones,99999.99,68,19,49
1040,Marvin,Clothing,Shirt,0.01,337,192,145
1041,Jamie,Books,Fiction,93030.0,402,65,337
1042,Cynthia,Electronics,Headphones,872.85,270,100,170
1043,Cynthia,Electronics,Headphones,872.85,425,341,84
1044,Kristine,Electronics,Headphones,0.01,492,167,325
1045,Michael,Toys,Dolls,46.23,72,54,18
1046,Martha,Books,Fiction,433.1,106,62,44
1047,Amy,Home & Garden,Decor,364.01,65,51,14
1048,Kristine,Electronics,Headphones,228.82,188,92,96
1049,Amy,Home & Garden,Decor,36401.0,401,278,123
1050,Wanda,Toys,Educational,268.61,473,429,44
1051,Cynthia,Electronics,Headphones,872.85,370,176,194
1052,Wanda,Toys,Educational,268.61,348,64,284
1053,Cynthia,Electronics,Headphones,87285.0,215,133,82
1054,Anthony,Books,Academic,693.39,295,150,145
1055,Anthony,Books,Academic,0.01,86,76,10
1056,Katie,Books,Non-fiction,642.11,462,431,31
1057,Wanda,Toys,Educational,268.61,188,160,28
1058,Katie,Books,Non-fiction,642.11,223,48,175
1059,Fred,Books,Academic,InvalidPrice,75,33,42
1060,Shannon,Home & Garden,Gardening Tools,6801.000000000001,243,41,202
1061,Kristine,Electronics,Headphones,99999.99,232,64,168
1062,Angela,Toys,Action Figures,386.57,298,283,15
1063,Angela,InvalidCategory,Action Figures,38657.0,194,183,11
1064,Cynthia,Electronics,Headphones,87285.0,339,164,175
1065,Michael,Toys,Dolls,46.23,441,12,429
1066,Kristine,InvalidCategory,Headphones,228.82,112,45,67
1067,Michael,Toys,Dolls,4623.0,422,211,211
1068,Katie,Books,Non-fiction,642.11,140,19,121
1069,Pamela,Electronics,Headphones,651.11,239,63,176
1070,Shawn,Electronics,Headphones,46109.0,287,272,15
1071,Robert,Electronics,Mobile,847.43,145,89,56
1072,Marvin,InvalidCategory,Shirt,995.13,137,18,119
1073,Pamela,Electronics,Headphones,651.11,495,335,160
1074,Anthony,Books,Academic,693.39,132,105,27
1075,Kristine,Electronics,Headphones,228.82,225,214,11
1076,Robert,Electronics,Mobile,847.43,500,116,384
1077,Shannon,Home & Garden,Gardening Tools,InvalidPrice,472,11,461
1078,Jamie,Books,Fiction,0.01,230,21,209
1079,Cynthia,Electronics,Headphones,InvalidPrice,258,107,151
1080,Justin,Electronics,Headphones,660.05,307,306,1
1081,Fred,InvalidCategory,Academic,InvalidPrice,210,198,12
1082,Marvin,Clothing,Shirt,995.13,486,221,265
1083,Marvin,Clothing,Shirt,InvalidPrice,101,86,15
1084,Kristine,Electronics,Headphones,99999.99,390,374,16
1085,Fred,Books,Academic,0.01,75,24,51
1086,Robert,Electronics,Mobile,99999.99,232,189,43
1087,Elizabeth,Clothing,Shirt,840.19,404,80,324
1088,Michael,Toys,Dolls,46.23,184,72,112
1089,Nathaniel,Electronics,Camera,65235.0,373,199,174
1090,Amy,Home & Garden,Decor,36401.0,391,100,291
1091,Pamela,Electronics,Headphones,InvalidPrice,145,63,82
1092,Tammy,Home & Garden,Furniture,431.82,430,324,106
1093,Robert,Electronics,Mobile,847.43,297,155,142
1094,Jamie,InvalidCategory,Fiction,0.01,422,73,349
1095,Shannon,Home & Garden,Gardening Tools,InvalidPrice,116,64,52
1096,Jamie,Books,Fiction,930.3,342,227,115
1097,Anthony,Books,Academic,0.01,387,386,1
1098,Angela,Toys,Action Figures,386.57,426,289,137
1099,Amy,Home & Garden,Decor,364.01,216,135,81
1100,Wanda,Toys,Educational,268.61,141,15,126
1101,Martha,Books,Fiction,433.1,287,30,257
1102,Justin,Electronics,Headphones,660.05,91,80,11
1103,Michael,Toys,Dolls,46.23,212,45,167
1104,Amy,InvalidCategory,Decor,364.01,382,58,324
1105,Kristine,Electronics,Headphones,228.82,127,107,20
1106,NonExistentProduct,Electronics,Headphones,461.09,227,120,107
1107,Tammy,Home & Garden,Furniture,99999.99,97,28,69
1108,Angela,Toys,Action Figures,386.57,96,39,57
1109,Pamela,Electronics,Headphones,99999.99,221,217,4
1110,Angela,Toys,Action Figures,386.57,460,171,289
1111,Wanda,Toys,Educational,268.61,405,314,91
1112,Kristine,Electronics,Headphones,0.01,322,106,216
1113,Kristine,Electronics,Headphones,228.82,324,173,151
1114,NonExistentProduct,Clothing,Shirt,840.19,307,90,217
1115,Anthony,Books,Academic,InvalidPrice,407,330,77
1116,NonExistentProduct,Electronics,Headphones,99999.99,236,76,160
1117,Nathaniel,Electronics,Camera,652.35,369,54,315
1118,Robert,Electronics,Mobile,0.01,290,241,49
1119,Shannon,Home & Garden,Gardening Tools,68.01,74,40,34
1120,Kristine,InvalidCategory,Headphones,228.82,147,133,14
1121,Elizabeth,Clothing,Shirt,840.19,139,45,94
1122,Kristine,Electronics,Headphones,228.82,146,40,106
1123,Kristine,Electronics,Headphones,InvalidPrice,243,124,119
1124,Martha,Books,Fiction,433.1,464,115,349
1125,Anthony,Books,Academic,693.39,61,44,17
1126,Fred,Books,Academic,951.53,157,149,8
1127,Kristine,Electronics,Headphones,InvalidPrice,203,44,159
1128,Martha,Books,Fiction,InvalidPrice,443,104,339
1129,Kristine,Electronics,Headphones,228.82,174,74,100
1130,NonExistentProduct,Electronics,Headphones,461.09,322,24,298
1131,Robert,Electronics,Mobile,InvalidPrice,203,37,166
1132,Elizabeth,Clothing,Shirt,840.19,234,5,229
1133,Robert,Electronics,Mobile,InvalidPrice,51,17,34
1134,Nathaniel,Electronics,Camera,652.35,351,194,157
1135,Amy,Home & Garden,Decor,364.01,187,36,151
1136,Kristine,Electronics,Headphones,22882.0,208,21,187
1137,Elizabeth,Clothing,Shirt,0.01,147,77,70
1138,NonExistentProduct,Electronics,Mobile,847.43,134,128,6
1139,Robert,Electronics,Mobile,847.43,258,76,182
1140,Nathaniel,Electronics,Camera,652.35,100,84,16
1141,Tammy,Home & Garden,Furniture,99999.99,414,337,77
1142,Cynthia,Electronics,Headphones,872.85,470,98,372
1143,Michael,Toys,Dolls,46.23,281,186,95
1144,Michael,Toys,Dolls,46.23,165,118,47
1145,Shawn,Electronics,Headphones,461.09,205,23,182
1146,Elizabeth,Clothing,Shirt,840.19,74,60,14
1147,Amy,Home & Garden,Decor,364.01,120,13,107
1148,Robert,InvalidCategory,Mobile,InvalidPrice,70,38,32
1149,Angela,Toys,Action Figures,99999.99,391,314,77
1150,Justin,Electronics,Headphones,660.05,431,69,362
1151,Robert,Electronics,Mobile,847.43,284,233,51
1152,Martha,Books,Fiction,433.1,500,358,142
1153,Angela,Toys,Action Figures,386.57,411,209,202
1154,Kristine,Electronics,Headphones,228.82,263,206,57
1155,Shawn,Electronics,Headphones,461.09,64,33,31
1156,Wanda,Toys,Educational,268.61,164,78,86
1157,Jamie,Books,Fiction,93030.0,492,391,101
1158,Wanda,Toys,Educational,0.01,319,234,85
1159,Robert,Electronics,Mobile,847.43,337,9,328
1160,Tammy,InvalidCategory,Furniture,431.82,191,135,56
1161,Angela,Toys,Action Figures,386.57,232,175,57
1162,Elizabeth,Clothing,Shirt,840.19,105,50,55
1163,Pamela,Electronics,Headphones,99999.99,399,124,275
1164,Katie,Books,Non-fiction,642.11,439,244,195
1165,Kristine,Electronics,Headphones,228.82,98,69,29
1166,Elizabeth,Clothing,Shirt,840.19,489,416,73
1167,Pamela,Electronics,Headphones,651.11,453,85,368
1168,Shannon,Home & Garden,Gardening Tools,6801.000000000001,475,113,362
1169,Cynthia,Electronics,Headphones,872.85,293,258,35
1170,Katie,Books,Non-fiction,0.01,475,38,437
1171,Cynthia,Electronics,Headphones,872.85,104,66,38
1172,Kristine,Electronics,Headphones,228.82,484,225,259
1173,Elizabeth,Clothing,Shirt,840.19,232,195,37
1174,Shannon,Home & Garden,Gardening Tools,68.01,347,179,168
1175,Michael,Toys,Dolls,0.01,444,360,84
1176,Wanda,Toys,Educational,268.61,425,415,10
1177,Robert,Electronics,Mobile,847.43,299,242,57
1178,Elizabeth,Clothing,Shirt,840.19,193,99,94
1179,Anthony,Books,Academic,693.39,304,16,288
1180,Elizabeth,InvalidCategory,Shirt,840.19,385,82,303
1181,Amy,Home & Garden,Decor,36401.0,185,162,23
1182,Shawn,Electronics,Headphones,461.09,406,288,118
1183,Wanda,Toys,Educational,268.61,203,75,128
1184,NonExistentProduct,Electronics,Camera,652.35,198,68,130
1185,Martha,Books,Fiction,433.1,412,292,120
1186,Tammy,InvalidCategory,Furniture,431.82,125,27,98
1187,Shawn,Electronics,Headphones,461.09,119,106,13
1188,Cynthia,Electronics,Headphones,InvalidPrice,377,72,305
1189,Shawn,Electronics,Headphones,461.09,236,105,131
1190,Michael,Toys,Dolls,46.23,92,49,43
1191,Marvin,Clothing,Shirt,99999.99,454,16,438
1192,Wanda,Toys,Educational,268.61,247,187,60
1193,Tammy,Home & Garden,Furniture,99999.99,270,151,119
1194,Fred,Books,Academic,951.53,135,47,88
1195,Michael,Toys,Dolls,46.23,353,26,327
1196,Fred,Books,Academic,0.01,307,273,34
1197,Jamie,Books,Fiction,930.3,88,3,85
1198,Nathaniel,Electronics,Camera,0.01,278,217,61
1199,Elizabeth,Clothing,Shirt,840.19,95,60,35
1200,Nathaniel,Electronics,Camera,652.35,222,7,215
1201,Martha,Books,Fiction,99999.99,397,304,93
1202,Justin,Electronics,Headphones,660.05,72,57,15
1203,Amy,Home & Garden,Decor,364.01,413,358,55
1204,Nathaniel,Electronics,Camera,InvalidPrice,142,92,50
1205,Nathaniel,Electronics,Camera,652.35,204,200,4
1206,Angela,InvalidCategory,Action Figures,386.57,252,139,113
1207,Kristine,Electronics,Headphones,22882.0,93,12,81
1208,Martha,Books,Fiction,433.1,313,47,266
1209,Justin,Electronics,Headphones,660.05,288,247,41
1210,Marvin,Clothing,Shirt,995.13,54,34,20
1211,Cynthia,Electronics,Headphones,872.85,409,47,362
1212,Martha,Books,Fiction,433.1,498,334,164
1213,Katie,Books,Non-fiction,642.11,490,258,232
1214,Fred,Books,Academic,951.53,281,88,193
1215,Marvin,Clothing,Shirt,995.13,485,68,417
1216,Shannon,Home & Garden,Gardening Tools,68.01,77,16,61
1217,NonExistentProduct,Books,Academic,95153.0,54,21,33
1218,Wanda,Toys,Educational,99999.99,219,49,170
1219,NonExistentProduct,InvalidCategory,Shirt,84019.0,493,259,234
1220,Amy,Home & Garden,Decor,364.01,209,179,30
1221,Tammy,Home & Garden,Furniture,431.82,285,31,254
1222,Robert,Electronics,Mobile,847.43,339,102,237
1223,Katie,Books,Non-fiction,64211.0,337,56,281
1224,Fred,Books,Academic,InvalidPrice,407,251,156
1225,Marvin,InvalidCategory,Shirt,99513.0,494,385,109
1226,Wanda,Toys,Educational,26861.0,61,55,6
1227,Jamie,Books,Fiction,930.3,347,167,180
1228,Fred,Books,Academic,951.53,284,228,56
1229,Justin,Electronics,Headphones,660.05,246,233,13
1230,Shawn,Electronics,Headphones,461.09,109,57,52
1231,Martha,Books,Fiction,433.1,153,13,140
1232,Angela,Toys,Action Figures,99999.99,59,2,57
1233,NonExistentProduct,Home & Garden,Decor,364.01,481,56,425
1234,Cynthia,InvalidCategory,Headphones,872.85,85,27,58
1235,Shannon,Home & Garden,Gardening Tools,68.01,449,42,407
1236,NonExistentProduct,Books,Non-fiction,642.11,339,164,175
1237,Anthony,Books,Academic,693.39,300,284,16
1238,Angela,Toys,Action Figures,386.57,111,38,73
1239,Fred,InvalidCategory,Academic,951.53,389,330,59
1240,Pamela,Electronics,Headphones,651.11,197,111,86
1241,Justin,Electronics,Headphones,660.05,113,78,35
1242,Amy,Home & Garden,Decor,InvalidPrice,89,61,28
1243,Robert,Electronics,Mobile,InvalidPrice,496,494,2
1244,Amy,Home & Garden,Decor,99999.99,168,97,71
1245,Wanda,Toys,Educational,268.61,318,126,192
1246,Angela,Toys,Action Figures,386.57,411,401,10
1247,Shannon,Home & Garden,Gardening Tools,0.01,192,103,89
1248,Amy,Home & Garden,Decor,36401.0,170,62,108
1249,Angela,Toys,Action Figures,386.57,133,7,126
1250,Nathaniel,Electronics,Camera,652.35,427,361,66
1251,Cynthia,Electronics,Headphones,872.85,407,93,314
1252,Jamie,Books,Fiction,930.3,469,63,406
1253,Shannon,InvalidCategory,Gardening Tools,68.01,87,1,86
1254,Marvin,Clothing,Shirt,0.01,203,14,189
1255,Michael,Toys,Dolls,46.23,461,162,299
1256,Angela,Toys,Action Figures,386.57,177,138,39
1257,Angela,Toys,Action Figures,386.57,317,23,294
1258,Anthony,Books,Academic,693.39,391,171,220
1259,NonExistentProduct,Toys,Action Figures,386.57,270,230,40
1260,Pamela,Electronics,Headphones,65111.0,311,243,68
1261,Kristine,Electronics,Headphones,228.82,441,246,195
1262,Pamela,Electronics,Headphones,651.11,131,121,10
1263,Fred,InvalidCategory,Academic,951.53,307,64,243
1264,Anthony,Books,Academic,InvalidPrice,429,310,119
1265,Pamela,InvalidCategory,Headphones,0.01,135,81,54
1266,Marvin,Clothing,Shirt,99513.0,141,61,80
1267,Shawn,InvalidCategory,Headphones,InvalidPrice,73,52,21
1268,Martha,Books,Fiction,433.1,89,27,62
1269,Cynthia,InvalidCategory,Headphones,872.85,307,299,8
1270,Pamela,Electronics,Headphones,99999.99,492,378,114
1271,Michael,Toys,Dolls,46.23,264,123,141
1272,Michael,Toys,Dolls,46.23,330,231,99
1273,Shannon,Home & Garden,Gardening Tools,68.01,236,135,101
1274,Martha,Books,Fiction,0.01,349,45,304
1275,Angela,Toys,Action Figures,99999.99,307,126,181
1276,Cynthia,Electronics,Headphones,872.85,116,38,78
1277,Shawn,Electronics,Headphones,461.09,139,94,45
1278,Amy,InvalidCategory,Decor,364.01,304,269,35
1279,Pamela,Electronics,Headphones,651.11,457,25,432
1280,Michael,Toys,Dolls,46.23,423,201,222
1281,Martha,InvalidCategory,Fiction,433.1,318,130,188
1282,Michael,Toys,Dolls,46.23,472,6,466
1283,Angela,InvalidCategory,Action Figures,386.57,326,47,279
1284,Shannon,Home & Garden,Gardening Tools,68.01,474,413,61
1285,Amy,Home & Garden,Decor,0.01,474,317,157
1286,Katie,InvalidCategory,Non-fiction,642.11,497,248,249
1287,Justin,InvalidCategory,Headphones,660.05,483,414,69
1288,Wanda,Toys,Educational,InvalidPrice,318,2,316
1289,Fred,Books,Academic,951.53,121,21,100
1290,Shawn,Electronics,Headphones,InvalidPrice,473,345,128
1291,Shannon,Home & Garden,Gardening Tools,68.01,255,149,106
1292,Tammy,Home & Garden,Furniture,InvalidPrice,105,9,96
1293,Robert,Electronics,Mobile,847.43,492,344,148
1294,Elizabeth,Clothing,Shirt,840.19,374,250,124
1295,Robert,Electronics,Mobile,84743.0,159,29,130
1296,Nathaniel,Electronics,Camera,InvalidPrice,137,28,109
1297,NonExistentProduct,Home & Garden,Furniture,431.82,455,204,251
1298,Wanda,Toys,Educational,268.61,465,270,195
1299,Kristine,Electronics,Headphones,228.82,114,102,12
1300,Shannon,Home & Garden,Gardening Tools,68.01,384,117,267
1301,NonExistentProduct,Home & Garden,Furniture,431.82,494,483,11
1302,Shawn,Electronics,Headphones,461.09,146,74,72
1303,Cynthia,Electronics,Headphones,872.85,490,313,177
1304,Elizabeth,Clothing,Shirt,840.19,213,211,2
1305,Cynthia,Electronics,Headphones,872.85,417,61,356
1306,Fred,Books,Academic,951.53,477,401,76
1307,Elizabeth,Clothing,Shirt,840.19,258,139,119
1308,Nathaniel,Electronics,Camera,652.35,406,48,358
1309,NonExistentProduct,Home & Garden,Furniture,431.82,310,7,303
1310,Wanda,Toys,Educational,268.61,398,159,239
1311,Amy,Home & Garden,Decor,364.01,160,72,88
1312,NonExistentProduct,Books,Fiction,930.3,484,167,317
1313,Kristine,Electronics,Headphones,22882.0,430,384,46
1314,Angela,Toys,Action Figures,386.57,179,57,122
1315,Kristine,Electronics,Headphones,228.82,106,76,30
1316,Kristine,Electronics,Headphones,228.82,332,238,94
1317,Katie,Books,Non-fiction,642.11,190,172,18
1318,Nathaniel,Electronics,Camera,65235.0,290,98,192
1319,Robert,Electronics,Mobile,847.43,281,269,12
1320,NonExistentProduct,Electronics,Headphones,InvalidPrice,364,88,276
1321,Wanda,Toys,Educational,26861.0,340,40,300
1322,NonExistentProduct,Books,Non-fiction,642.11,107,26,81
1323,Shawn,Electronics,Headphones,461.09,323,323,0
1324,Wanda,Toys,Educational,268.61,250,62,188
1325,Fred,Books,Academic,951.53,323,288,35
1326,Anthony,Books,Academic,693.39,238,15,223
1327,Amy,InvalidCategory,Decor,364.01,323,289,34
1328,Cynthia,Electronics,Headphones,0.01,241,210,31
1329,Jamie,Books,Fiction,930.3,385,29,356
1330,Amy,Home & Garden,Decor,InvalidPrice,53,1,52
1331,Amy,Home & Garden,Decor,364.01,132,108,24
1332,Robert,Electronics,Mobile,0.01,429,337,92
1333,Cynthia,Electronics,Headphones,872.85,178,151,27
1334,Wanda,Toys,Educational,26861.0,221,77,144
1335,NonExistentProduct,Electronics,Headphones,660.05,347,32,315
1336,Anthony,Books,Academic,693.39,271,124,147
1337,Elizabeth,Clothing,Shirt,840.19,98,22,76
1338,Angela,InvalidCategory,Action Figures,InvalidPrice,289,123,166
1339,Justin,Electronics,Headphones,660.05,111,39,72
1340,Kristine,Electronics,Headphones,228.82,248,215,33
1341,Michael,Toys,Dolls,46.23,77,20,57
1342,Cynthia,Electronics,Headphones,872.85,496,282,214
1343,Michael,Toys,Dolls,46.23,232,80,152
1344,Tammy,InvalidCategory,Furniture,431.82,124,46,78
1345,Shannon,Home & Garden,Gardening Tools,68.01,373,139,234
1346,Cynthia,Electronics,Headphones,872.85,105,90,15
1347,Robert,Electronics,Mobile,847.43,272,206,66
1348,Katie,Books,Non-fiction,642.11,214,33,181
1349,Martha,Books,Fiction,433.1,298,48,250
1350,Katie,Books,Non-fiction,InvalidPrice,96,87,9
1351,Katie,Books,Non-fiction,642.11,193,148,45
1352,Marvin,Clothing,Shirt,99513.0,222,65,157
1353,NonExistentProduct,Clothing,Shirt,995.13,153,87,66
1354,Michael,Toys,Dolls,4623.0,281,116,165
1355,Elizabeth,Clothing,Shirt,840.19,435,429,6
1356,Shawn,Electronics,Headphones,461.09,111,88,23
1357,Fred,Books,Academic,951.53,230,190,40
1358,Cynthia,Electronics,Headphones,872.85,274,24,250
1359,Pamela,Electronics,Headphones,651.11,383,339,44
1360,Nathaniel,Electronics,Camera,652.35,262,120,142
1361,Robert,Electronics,Mobile,847.43,260,2,258
1362,Angela,Toys,Action Figures,38657.0,215,158,57
1363,Shawn,Electronics,Headphones,0.01,336,169,167
1364,Kristine,Electronics,Headphones,228.82,231,71,160
1365,Anthony,Books,Academic,InvalidPrice,283,13,270
1366,Tammy,Home & Garden,Furniture,431.82,350,338,12
1367,Martha,InvalidCategory,Fiction,433.1,341,273,68
1368,Martha,Books,Fiction,433.1,347,112,235
1369,Wanda,Toys,Educational,268.61,269,214,55
1370,Shawn,Electronics,Headphones,461.09,267,215,52
1371,Tammy,Home & Garden,Furniture,99999.99,191,176,15
1372,Tammy,Home & Garden,Furniture,InvalidPrice,447,175,272
1373,Amy,Home & Garden,Decor,364.01,438,156,282
1374,Nathaniel,Electronics,Camera,652.35,118,65,53
1375,Shannon,Home & Garden,Gardening Tools,6801.000000000001,248,243,5
1376,Shannon,Home & Garden,Gardening Tools,68.01,111,6,105
1377,Marvin,Clothing,Shirt,995.13,111,101,10
1378,Shannon,Home & Garden,Gardening Tools,68.01,310,84,226
1379,NonExistentProduct,Electronics,Camera,652.35,412,225,187
1380,Justin,Electronics,Headphones,0.01,281,152,129
1381,Kristine,InvalidCategory,Headphones,228.82,458,101,357
1382,Jamie,Books,Fiction,93030.0,419,261,158
1383,NonExistentProduct,Clothing,Shirt,995.13,359,193,166
1384,Robert,Electronics,Mobile,847.43,153,134,19
1385,Pamela,Electronics,Headphones,651.11,391,66,325
1386,Kristine,Electronics,Headphones,228.82,319,286,33
1387,Marvin,Clothing,Shirt,InvalidPrice,166,16,150
1388,Fred,InvalidCategory,Academic,951.53,453,109,344
1389,Tammy,Home & Garden,Furniture,InvalidPrice,143,10,133
1390,NonExistentProduct,InvalidCategory,Non-fiction,642.11,326,183,143
1391,Nathaniel,Electronics,Camera,652.35,493,493,0
1392,Anthony,Books,Academic,InvalidPrice,422,111,311
1393,NonExistentProduct,Books,Academic,951.53,433,355,78
1394,Tammy,Home & Garden,Furniture,InvalidPrice,198,63,135
1395,Angela,Toys,Action Figures,386.57,312,219,93
1396,Fred,Books,Academic,951.53,441,3,438
1397,Michael,InvalidCategory,Dolls,4623.0,100,67,33
1398,Jamie,Books,Fiction,930.3,491,452,39
1399,Nathaniel,Electronics,Camera,0.01,472,175,297
1400,Fred,Books,Academic,951.53,381,301,80
1401,Michael,Toys,Dolls,46.23,200,24,176
1402,Katie,Books,Non-fiction,642.11,123,96,27
1403,Jamie,Books,Fiction,930.3,238,82,156
1404,Nathaniel,Electronics,Camera,652.35,248,41,207
1405,NonExistentProduct,Toys,Action Figures,386.57,454,134,320
1406,Pamela,InvalidCategory,Headphones,651.11,417,111,306
1407,Robert,Electronics,Mobile,847.43,117,60,57
1408,Angela,Toys,Action Figures,386.57,447,155,292
1409,Shawn,Electronics,Headphones,461.09,394,302,92
1410,Katie,Books,Non-fiction,642.11,480,133,347
1411,Wanda,InvalidCategory,Educational,99999.99,160,115,45
1412,Jamie,Books,Fiction,930.3,484,466,18
