SalesID,Date,QuantitySold,TotalAmount,DiscountAmount,NetAmount,CustomerID,SupplierID,ShipperID,ProductID
1164,2023-04-20,85,54579.35,71.83,54507.52,1164,26,18,4997
1165,2022-11-29,71,16246.22,29.88,16216.34,1165,27,16,4967
1166,2022-01-04,91,76457.29000000001,29.29,76428.00000000001,1166,21,15,4976
1167,2021-11-25,13,8464.43,76.46,8387.970000000001,1167,35,16,4963
1168,2023-01-08,64,4352.64,8.31,4344.33,1168,22,16,4974
1169,09-13-2023,65,56735.25,190.84,56544.41,1169,32,10,4966
1170,2021-10-27,75,48158.25,119.05,48039.2,1170,31,12,4997
1171,2023-08-03,38,33168.3,103.2,33065.100000000006,1171,34,12,4966
1172,2022-07-24,27,6178.139999999999,34.15,6143.99,1172,38,16,4967
1173,2021-11-09,13,10922.47,81.89,10840.580000000002,1173,31,15,4976
1174,2023-01-20,86,5848.860000000001,6.69,5842.170000000001,1174,15,15,4974
1175,2022-05-05,52,2403.96,9.83,2394.13,1175,15,17,4949
1176,2022-01-09,88,23637.68,43.47,23594.21,1176,37,12,4991
1177,2023-01-31,1,847.43,204.61,642.8199999999999,1177,39,10,4994
1178,2022-03-18,61,51251.59,190.25,51061.34,1178,30,17,4976
1179,2022-03-19,51,35362.89,30.12,35332.77,1179,31,12,4990
1180,2022-11-20,22,18484.18,102.23,18381.95,1180,32,10,4976
1181,2023-01-31,10,3640.1,20.43,3619.67,1181,37,16,4956
1182,09-09-2023,78,35965.02,123.05,35841.969999999994,1182,15,17,4977
1183,2023-06-12,85,22831.85,11.48,22820.370000000003,1183,31,16,4991
1184,2022-10-27,68,44359.8,31.92,44327.880000000005,1184,13,12,4995
1185,07-26-2022,59,25552.9,124.82,25428.08,1185,32,17,4954
1186,2023-05-19,7,3022.74,97.09,2925.65,1186,40,18,4982
1187,2022-06-26,66,30431.94,64.88,30367.06,1187,39,10,4977
1188,2022-02-14,92,80302.2,146.3,80155.9,1188,22,15,4966
1189,2022-01-03,100,46109.0,7.96,46101.04,1189,31,17,4977
1190,2023-08-16,72,3328.56,2.11,3326.45,1190,35,17,4949
1191,2023-04-15,30,29853.9,88.89,29765.01,1191,40,15,4973
1192,2023-07-03,99,26592.390000000003,24.45,26567.94,1192,35,17,4991
1193,2022-05-21,80,34545.6,50.98,34494.619999999995,1193,28,15,4982
1194,2023-07-28,75,71364.75,42.28,71322.47,1194,34,18,4923
1195,2022-02-17,27,1248.2099999999998,13.0,1235.2099999999998,1195,24,10,4949
1196,06-18-2023,86,81831.58,214.85,81616.73,1196,39,18,4923
1197,2023-05-22,39,36281.7,89.63,36192.07,1197,15,12,4998
1198,2022-08-21,81,52840.35,120.5,52719.85,1198,29,15,4989
1199,2023-03-23,43,36128.170000000006,69.36,36058.810000000005,1199,13,10,4976
1200,2021-10-13,37,24136.95,123.23,24013.72,1200,31,17,4989
1201,2022-04-23,86,37246.6,83.95,37162.65,1201,24,17,4954
1202,2023-02-26,84,55444.2,152.86,55291.34,1202,39,16,4996
1203,2021-12-16,31,11284.31,71.23,11213.08,1203,40,10,4956
1204,2023-06-13,21,13699.35,0.98,13698.37,1204,29,17,4989
1205,2022-04-21,47,30660.45,35.74,30624.71,1205,40,18,4989
1206,2023-02-27,20,7731.4,114.91,7616.49,1206,15,12,4999
1207,10-09-2021,51,11669.82,0.8,11669.02,1207,34,12,4967
1208,2023-09-11,67,29017.7,81.19,28936.51,1208,13,16,4954
1209,2022-05-29,54,35642.7,53.74,35588.96,1209,30,18,4996
1210,2021-10-20,84,83590.92,188.27,83402.65,1210,32,10,4973
1211,2022-08-03,91,79429.35,20.32,79409.03,1211,27,12,4966
1212,2023-08-07,10,4331.0,20.07,4310.93,1212,38,18,4954
1213,2023-06-15,68,43663.48,88.75,43574.73,1213,38,12,4997
1214,2022-09-29,97,92298.41,245.81,92052.6,1214,34,10,4923
1215,2022-12-06,7,6965.91,206.73,6759.18,1215,15,17,4973
1216,2022-04-14,76,5168.76,7.33,5161.43,1216,31,17,4974
1217,2022-08-23,100,95153.0,164.88,94988.12,1217,27,12,4995
1218,2023-01-23,39,10475.79,19.54,10456.25,1218,24,17,4991
1219,2022-12-18,87,73096.53,113.99,72982.54,1219,38,18,4995
1220,2023-04-18,52,18928.52,2.8,18925.72,1220,30,17,4956
1221,2022-11-10,10,4318.2,1.11,4317.09,1221,32,10,4982
1222,2023-01-18,89,75421.26999999999,68.9,75352.37,1222,22,16,4994
1223,2021-11-11,57,36600.27,58.52,36541.75000000001,1223,28,16,4997
1224,2022-01-07,31,29497.43,226.69,29270.74,3726,31,18,4923
1225,2022-05-14,15,14926.95,91.9,14835.05,1225,39,15,4973
1226,2023-07-21,15,4029.15,22.5,4006.65,1226,15,12,4991
1227,2023-09-16,65,60469.5,272.94,60196.56,1227,26,16,4998
1228,2022-10-23,76,72316.28,182.66,72133.62,1228,21,15,4923
1229,2022-09-18,20,13201.0,10.25,13190.75,1229,36,10,4996
1230,2022-12-01,2,922.18,110.87,811.31,1230,39,12,4977
1231,2022-08-20,3,1299.3000000000002,127.13,1172.17,1231,21,16,4954
1232,2023-09-17,32,12370.24,92.56,12277.68,1232,31,10,4999
1233,2023-06-22,89,32396.89,75.24,32321.65,1233,33,16,4995
1234,2023-07-25,13,11347.05,209.4,11137.65,1234,39,18,4966
1235,2022-07-14,49,3332.49,1.45,3331.0400000000004,1235,29,18,4974
1236,2022-02-11,80,51368.8,153.97,51214.83,1236,36,12,4995
1237,04-28-2022,14,9707.46,130.12,9577.339999999998,1237,21,15,4990
1238,03-16-2023,34,13143.38,79.82,13063.56,1238,13,12,4999
1239,2023-08-26,78,74219.34,142.88,74076.45999999999,1239,40,17,4923
1240,2023-06-07,84,54693.24,172.66,54520.58,1240,35,18,4963
1241,2022-05-03,99,65344.95,111.25,65233.7,1241,31,10,4996
1242,12-11-2021,19,6916.19,62.03,6854.16,1242,40,15,4956
1243,2022-02-01,59,49998.37,148.9,49849.47,1243,34,12,4994
1244,2022-07-12,37,13468.37,75.75,13392.62,1244,34,10,4956
1245,2022-12-20,18,4834.9800000000005,32.29,4802.6900000000005,1245,29,17,4991
1246,2022-09-04,51,19715.07,102.33,19612.74,1246,27,15,4999
1247,2022-01-26,77,5236.77,14.23,5222.540000000001,1247,22,18,4974
1248,2021-11-30,21,7644.21,34.37,7609.84,1248,24,12,4956
1249,08-22-2023,36,13916.52,34.24,13882.28,1249,32,12,4999
1250,2022-07-08,81,52840.35,134.75,52705.6,1250,29,18,4989
1251,2021-10-26,81,70700.85,88.83,70612.02,2017,37,18,4966
1252,2022-04-04,1,930.3,150.67,779.63,2771,30,17,4998
1253,2022-03-26,69,4692.6900000000005,5.26,4687.43,1253,37,16,4974
1254,2023-03-09,7,6965.91,242.81,6723.099999999999,1254,21,12,4973
1255,2022-04-09,52,2403.96,12.63,2391.33,1255,24,10,4949
1256,2023-03-23,60,23194.2,67.15,23127.05,3773,15,12,4999
1257,2022-01-04,65,25127.05,60.39,25066.66,1257,21,10,4999
1258,2022-11-06,71,49230.69,61.68,49169.01,1258,38,10,4990
1259,2023-03-26,38,14689.66,69.29,14620.37,1259,26,16,4995
1260,2022-03-29,89,57948.79,169.4,57779.39,1260,22,10,4963
1261,2022-01-20,2,457.64,14.86,442.78,1261,13,15,4967
1262,12-21-2022,18,11719.98,112.55,11607.43,1262,24,12,4963
1263,2022-10-26,65,61849.45,218.4,61631.05,1263,15,18,4923
1264,2021-10-31,53,36749.67,51.48,36698.19,1264,27,12,4990
1265,05-21-2023,29,18882.19,105.28,18776.91,1265,15,16,4963
1266,2023-08-28,71,70654.23,127.29,70526.94,3627,39,18,4973
1267,2021-12-08,4,1844.36,122.37,1721.9899999999998,1267,24,17,4977
1268,10-14-2022,46,19922.6,0.67,19921.930000000004,1268,33,15,4954
1269,2023-08-06,86,75065.1,219.63,74845.47,1269,38,17,4966
1270,2022-03-16,47,30602.17,11.95,30590.22,1270,28,17,4963
1271,2022-06-02,20,924.6,4.61,919.99,1271,31,16,4949
1272,2022-01-23,69,3189.87,11.46,3178.41,1272,27,12,4949
1273,2022-05-09,56,3808.56,13.88,3794.68,1273,35,17,4974
1274,2022-08-04,57,24686.7,12.79,24673.91,1274,34,18,4954
1275,2023-04-19,46,17782.22,2.68,17779.54,1275,27,15,4999
1276,2022-06-28,48,41896.8,141.16,41755.64,1276,31,16,4966
1277,2022-06-19,19,8760.71,71.9,8688.81,1277,28,15,4977
1278,2022-07-31,15,5460.15,93.3,5366.849999999999,1278,38,12,4956
1279,2023-07-27,18,11719.98,48.4,11671.58,1279,27,12,4963
1280,2022-10-11,78,3605.94,4.69,3601.2499999999995,1280,39,12,4949
1281,2022-03-29,78,33781.8,124.07,33657.73,1281,21,17,4954
1282,2022-04-28,76,3513.48,12.5,3500.98,1282,24,12,4949
1283,07-20-2023,74,28606.18,83.21,28522.97,1283,36,18,4999
1284,2022-10-29,71,4828.71,12.35,4816.36,1284,36,16,4974
1285,2021-12-22,91,33124.91,74.96,33049.95,1285,13,18,4956
1286,2023-01-20,65,41737.15,82.84,41654.310000000005,1286,37,18,4997
1287,2023-06-07,7,4620.349999999999,120.01,4500.339999999999,1287,24,15,4996
1288,2023-09-21,34,9132.74,41.7,9091.04,1288,38,12,4991
1289,2021-10-02,16,15224.48,160.21,15064.27,1289,40,12,4923
1290,2023-01-04,32,14754.88,32.33,14722.55,1290,24,16,4977
1291,05-15-2023,95,6460.950000000001,13.98,6446.970000000001,1291,33,15,4974
1292,2023-06-11,22,9500.04,106.85,9393.19,1292,37,12,4982
1293,2023-05-03,96,81353.28,122.64,81230.64,1293,38,18,4994
1294,2023-09-13,58,48731.02,30.63,48700.39000000001,1294,30,17,4976
1295,2022-11-22,100,84743.0,76.37,84666.63,1295,22,17,4994
1296,2023-01-28,87,56754.45,20.38,56734.07000000001,1296,26,18,4989
1297,2021-10-22,69,29795.58,17.02,29778.56,1297,35,15,4995
1298,2023-08-06,83,22294.63,14.56,22280.07,1298,13,17,4991
1299,10-01-2021,20,4576.4,55.22,4521.179999999999,1299,32,16,4967
1300,2022-12-22,78,5304.780000000001,8.68,5296.1,1300,24,16,4974
1301,2021-10-03,73,31522.86,102.24,31420.62,1301,27,10,4995
1302,2021-12-27,92,42420.28,60.93,42359.35,1302,37,15,4977
1303,2022-04-14,15,13092.75,40.66,13052.09,1303,40,17,4966
1304,2023-07-11,66,55452.54,62.02,55390.52,1304,40,17,4976
1305,2023-06-03,39,34041.15,31.89,34009.26,1305,13,15,4966
1306,2022-05-17,80,76122.4,24.48,76097.92,1306,38,10,4923
1307,2022-06-16,24,20164.56,171.24,19993.32,1307,36,15,4976
1308,2021-12-05,62,40445.7,155.66,40290.04,1308,39,17,4989
1309,2023-06-03,73,31522.86,80.99,31441.87,1309,13,12,4995
1310,2022-02-02,61,16385.21,59.85,16325.36,1310,38,18,4991
1311,2022-02-04,48,17472.48,93.07,17379.41,1311,24,16,4956
1312,2023-05-20,13,12093.9,263.17,11830.73,1312,22,15,4995
1313,2022-09-20,100,22882.0,19.21,22862.79,1313,27,10,4967
1314,2022-09-07,31,11983.67,101.61,11882.06,1314,29,16,4999
1315,2022-05-19,2,457.64,5.31,452.33,1315,24,15,4967
1316,2023-06-14,37,8466.34,64.31,8402.03,1316,36,16,4967
1317,2023-04-23,44,28252.84,24.78,28228.06,1317,24,10,4997
1318,2022-05-11,84,54797.4,17.93,54779.47,1318,22,17,4989
1319,09-30-2022,20,16948.6,186.17,16762.43,1319,38,16,4994
1320,2022-04-15,34,7779.88,28.67,7751.21,1320,31,10,4995
1321,2022-10-07,49,13161.89,71.27,13090.62,1321,15,10,4991
1322,2023-01-22,58,37242.38,178.61,37063.77,1322,37,18,4995
1323,2023-03-28,73,33659.57,50.66,33608.91,1323,13,16,4977
1324,2022-11-26,88,23637.68,0.98,23636.7,1324,39,10,4991
1325,2021-10-09,61,58043.33,226.46,57816.87,1325,26,15,4923
1326,2023-02-26,98,67952.22,95.76,67856.46,1326,36,15,4990
1327,2023-05-05,48,17472.48,109.13,17363.35,1327,30,12,4956
1328,2022-12-19,61,53243.85,159.37,53084.48,1328,40,10,4966
1329,2023-02-01,58,53957.4,32.91,53924.48999999999,1329,33,18,4998
1330,2022-12-30,9,3276.09,56.05,3220.04,1330,13,12,4956
1331,2023-03-26,45,16380.45,58.74,16321.71,1331,32,18,4956
1332,2022-02-14,51,43218.93,171.86,43047.07,1332,36,17,4994
1333,2022-04-21,74,64590.9,72.85,64518.05,1333,27,12,4966
1334,2021-12-05,26,6983.860000000001,63.45,6920.410000000001,1334,38,15,4991
1335,2023-09-08,89,58744.45,92.25,58652.2,1335,34,17,4995
1336,2023-06-30,16,11094.24,20.54,11073.7,1336,27,16,4990
1337,2022-03-06,59,49571.21000000001,140.57,49430.64000000001,1337,13,17,4976
1338,2021-12-17,36,13916.52,91.34,13825.18,1338,27,16,4999
1339,2023-06-23,31,20461.55,95.05,20366.5,1339,26,15,4996
1340,2022-10-21,59,13500.38,64.12,13436.259999999998,2641,32,10,4967
1341,05-01-2022,3,138.69,8.89,129.8,1341,26,17,4949
1342,02-22-2023,38,33168.3,168.62,32999.68,1342,34,10,4966
1343,2022-11-23,100,4623.0,4.94,4618.06,1343,27,10,4949
1344,2022-06-27,20,8636.4,46.64,8589.76,1344,13,17,4982
1345,2023-04-04,21,1428.21,17.68,1410.53,1345,38,16,4974
1346,2023-01-18,41,35786.85,123.16,35663.689999999995,1346,32,12,4966
1347,2023-06-19,20,16948.6,231.12,16717.48,1347,21,12,4994
1348,2022-06-29,100,64211.0,58.1,64152.9,1348,34,15,4997
1349,08-13-2023,65,28151.5,72.58,28078.92,1349,13,17,4954
1350,2021-10-24,98,62926.78,43.58,62883.2,1350,34,17,4997
1351,2023-04-07,39,25042.29,180.91,24861.38,1351,35,12,4997
1352,2022-01-02,63,62693.19,287.49,62405.7,1352,30,16,4973
1353,2022-11-09,55,54732.15,54.35,54677.8,1353,37,18,4995
1354,2022-08-01,42,1941.66,10.78,1930.88,1354,36,10,4949
1355,2022-05-03,76,63854.44,214.19,63640.25,1355,22,16,4976
1356,2022-11-18,8,3688.72,92.11,3596.61,1356,22,15,4977
1357,2023-01-08,100,95153.0,230.86,94922.14,1357,28,10,4923
1358,2023-09-26,16,13965.6,34.82,13930.78,1358,29,10,4966
1359,2022-01-13,73,47531.03,103.92,47427.11,1359,40,16,4963
1360,2023-08-22,73,47621.55,181.23,47440.32,1360,30,10,4989
1361,2021-11-08,61,51693.23,181.74,51511.49,1361,32,12,4994
1362,2023-05-17,45,17395.65,28.96,17366.690000000002,1362,24,10,4999
1363,2022-10-17,39,17982.51,54.65,17927.859999999997,1363,29,15,4977
1364,2022-01-17,79,18076.78,20.8,18055.98,1364,28,18,4967
1365,2023-04-09,53,36749.67,136.08,36613.59,1365,15,15,4990
1366,2021-12-22,77,33250.14,21.51,33228.63,1366,30,16,4982
1367,2022-12-02,55,23820.5,96.94,23723.56,1367,24,17,4954
1368,2022-06-30,66,28584.6,78.34,28506.26,1368,27,10,4954
1369,2022-03-02,88,23637.68,71.61,23566.07,1369,26,17,4991
1370,2023-03-17,87,40114.83,125.44,39989.38999999999,1370,22,18,4977
1371,09-03-2023,88,38000.16,11.29,37988.87,1371,32,18,4982
1372,2022-12-17,23,9931.86,92.97,9838.89,1372,28,17,4982
1373,2022-11-06,84,30576.84,86.57,30490.27,1373,15,15,4956
1374,2023-05-02,64,41750.4,143.29,41607.11,1374,40,12,4989
1375,2022-12-04,78,5304.780000000001,4.18,5300.6,1375,29,17,4974
1376,2023-03-30,39,2652.3900000000003,19.1,2633.2900000000004,1376,32,10,4974
1377,2021-10-04,5,4975.65,272.04,4703.61,1377,32,12,4973
1378,09-23-2022,38,2584.38,20.29,2564.09,1378,34,15,4974
1379,2023-06-03,32,20875.2,50.29,20824.91,1379,28,18,4995
1380,05-31-2023,38,25081.9,84.09,24997.81,1380,36,10,4996
1381,04-18-2022,31,7093.42,1.25,7092.17,1381,36,17,4967
1382,2023-04-07,52,48375.6,263.19,48112.41,1382,35,18,4998
1383,2021-10-30,15,14926.95,58.56,14868.39,1383,36,12,4995
1384,2023-04-02,72,61014.96,116.76,60898.2,1384,28,12,4994
1385,2022-06-01,89,57948.79,76.17,57872.62,1385,39,18,4963
1386,10-14-2021,82,18763.24,18.54,18744.7,1386,24,15,4967
1387,2023-09-27,22,21892.86,283.19,21609.67,1387,34,15,4973
1388,2023-04-05,16,15224.48,181.8,15042.68,1388,31,10,4923
1389,2023-02-25,58,25045.56,108.7,24936.86,1389,36,10,4982
1390,2022-09-20,99,63568.89,154.12,63414.77,1390,31,16,4995
1391,2022-06-03,25,16308.75,107.11,16201.64,1391,22,17,4989
1392,2022-02-23,30,20801.7,119.44,20682.26,1392,31,12,4990
1393,10-02-2022,29,27594.37,282.49,27311.88,1393,27,10,4995
1394,06-03-2022,20,8636.4,12.71,8623.69,1394,30,12,4982
1395,2022-06-22,4,1546.28,78.24,1468.04,1395,39,12,4999
1396,2022-10-02,61,58043.33,38.31,58005.02,1396,15,12,4923
1397,2022-11-05,16,739.68,5.39,734.29,1397,37,15,4949
1398,11-26-2021,19,17675.7,159.02,17516.68,1398,24,17,4998
1399,2022-10-03,66,43055.1,194.13,42860.97,1399,26,17,4989
1400,05-04-2023,80,76122.4,145.41,75976.98999999999,1400,28,10,4923
1401,2022-01-24,8,369.84,8.47,361.37,1401,31,16,4949
1402,2022-04-22,91,58432.01,35.37,58396.64,1402,22,10,4997
1403,2022-03-18,73,67911.9,176.14,67735.76,1403,29,10,4998
1404,2021-10-25,72,46969.2,55.58,46913.62,1404,40,12,4989
1405,2021-10-27,41,15849.37,80.59,15768.78,1405,34,15,4995
1406,2023-05-25,69,44926.59,170.16,44756.43,1406,22,10,4963
1407,2022-05-17,26,22033.18,67.18,21966.0,1407,21,15,4994
1408,2022-05-06,94,36337.58,48.23,36289.35,1408,24,16,4999
1409,2022-03-15,28,12910.52,121.46,12789.06,1409,33,15,4977
1410,2022-09-16,76,48800.36,9.64,48790.72,1410,27,15,4997
1411,2022-03-05,7,1880.27,9.11,1871.16,1411,29,18,4991
1412,2022-11-06,65,60469.5,33.52,60435.98,1412,39,16,4998
1413,2023-06-26,78,77620.14,249.85,77370.29,1413,40,15,4973
1414,2021-11-01,29,12559.9,47.94,12511.96,1414,22,10,4954
1415,07-05-2022,31,29497.43,270.26,29227.17,1415,24,10,4995
1416,2022-03-28,44,43785.72,69.43,43716.29,3467,38,16,4973
1417,2022-10-23,37,17060.329999999998,49.51,17010.82,1417,35,17,4977
1418,07-02-2023,37,16024.7,71.17,15953.53,1418,37,10,4954
1419,2023-09-22,72,60493.68000000001,200.27,60293.41000000001,1419,36,16,4976
1420,2023-09-25,76,52697.64,168.61,52529.03,1420,34,18,4990
1421,2023-05-05,68,29450.800000000003,98.99,29351.81,1421,37,15,4954
1422,2023-08-02,66,61399.8,33.97,61365.83,1422,32,17,4998
1423,2022-08-12,54,23387.4,61.18,23326.22,1423,30,16,4954
1424,2022-06-27,33,8864.130000000001,45.73,8818.400000000001,1424,35,15,4991
1425,2023-05-26,83,77214.9,244.9,76970.0,1425,27,17,4998
1426,2023-04-22,54,35226.9,118.04,35108.86,1426,24,12,4989
1427,2022-07-01,49,13161.89,1.87,13160.02,1427,30,12,4991
1428,2023-02-27,83,3837.09,1.71,3835.38,1428,38,12,4949
1429,2022-11-25,50,42009.5,236.49,41773.01,1429,28,15,4976
1430,2023-09-08,71,46863.55,16.99,46846.56,1430,24,18,4995
1431,2022-09-30,12,8320.68,89.29,8231.39,1431,39,12,4990
1432,2023-09-06,94,60358.34,102.88,60255.46000000001,1432,26,10,4997
1433,2023-01-09,78,35965.02,72.96,35892.06,1433,36,16,4977
1434,2023-03-04,70,16017.4,55.7,15961.7,1434,13,10,4967
1435,2023-09-14,27,23566.95,237.47,23329.48,1435,40,18,4966
1436,2022-09-21,80,3698.4,0.46,3697.94,1436,32,18,4949
1437,2023-06-23,12,4638.84,63.3,4575.54,1437,34,17,4999
1438,2022-02-11,37,31087.03,250.83,30836.2,1438,37,18,4976
1439,2021-12-06,80,76122.4,143.18,75979.22,1439,26,17,4923
1440,2021-12-02,91,86589.23,253.89,86335.34,1440,21,17,4923
1441,12-05-2022,88,73936.72,112.37,73824.35,1441,36,12,4976
1442,2022-08-17,68,31354.12,102.13,31251.99,1442,37,10,4977
1443,2022-11-03,31,20222.85,87.57,20135.28,1443,30,15,4989
1444,2023-05-14,20,19902.6,41.24,19861.36,1444,36,10,4973
1445,2022-12-10,79,66946.97,18.9,66928.07,1445,34,10,4994
1446,2022-02-22,23,9961.3,57.95,9903.35,4198,22,16,4954
1447,08-26-2023,50,18200.5,24.29,18176.21,1447,28,17,4956
1448,2022-08-16,25,16501.25,73.59,16427.66,1448,40,10,4996
1449,2022-09-08,21,5640.81,43.7,5597.110000000001,1449,36,15,4991
1450,2023-02-07,36,1664.28,7.23,1657.05,1450,13,15,4949
1451,2023-08-01,22,1496.22,16.24,1479.98,1451,21,10,4974
1452,2022-11-19,15,4029.15,52.63,3976.52,1452,35,16,4991
1453,2022-07-11,41,27062.05,76.16,26985.89,1453,15,16,4996
1454,2022-12-17,3,2790.9,183.47,2607.43,1454,26,17,4995
1455,05-02-2022,90,76268.7,242.44,76026.26,1455,34,15,4994
1456,2023-06-09,7,323.61,9.74,313.86999999999995,1456,32,10,4949
1457,2023-02-23,39,34041.15,202.74,33838.41,1457,39,16,4966
1458,2022-10-04,37,24136.95,192.81,23944.14,1458,28,12,4989
1459,2022-06-07,94,93542.22,273.36,93268.86,1459,34,12,4973
1460,2023-09-17,51,22022.82,36.29,21986.53,1460,39,15,4982
1461,2023-04-25,19,18907.47,40.99,18866.48,1461,34,12,4973
1462,2022-09-16,23,8372.23,54.29,8317.939999999999,1462,27,10,4956
1463,2022-08-13,59,54887.7,10.27,54877.43,1463,38,18,4998
1464,2023-02-28,1,840.19,89.04,751.1500000000001,1464,29,12,4976
1465,2023-01-27,56,55727.28,23.3,55703.98,1465,35,10,4973
1466,2023-04-16,81,52010.91,144.4,51866.51,1466,40,18,4997
1467,2021-12-22,20,13867.8,57.92,13809.88,1467,34,17,4995
1468,2023-08-08,58,21112.58,32.19,21080.39,1468,34,12,4956
1469,2021-12-21,83,72446.55,238.38,72208.17,1469,29,15,4966
1470,2023-01-19,64,17191.04,20.42,17170.620000000003,1470,33,17,4991
1471,2023-03-10,68,57132.920000000006,10.18,57122.740000000005,1471,13,18,4976
1472,2022-04-06,88,32032.88,22.64,32010.24,1472,36,16,4956
1473,07-27-2023,78,66099.54,245.01,65854.53,1473,33,17,4994
1474,2022-09-07,93,59716.23,76.6,59639.630000000005,1474,34,17,4997
1475,2022-12-30,8,6721.52,134.29,6587.2300000000005,1475,28,16,4976
1476,08-16-2022,55,35316.05,55.36,35260.69,1476,27,16,4997
1477,2022-12-18,93,64485.27,120.07,64365.2,1477,31,16,4990
1478,2022-09-07,45,38134.35,82.1,38052.25,1478,24,10,4994
1479,2021-11-10,6,5970.78,133.99,5836.79,1479,38,10,4973
1480,2021-11-27,58,53957.4,270.11,53687.28999999999,1480,15,15,4995
1481,2021-12-19,24,8736.24,63.92,8672.32,1481,35,17,4956
1482,2022-10-24,22,18484.18,30.72,18453.46,3909,24,12,4995
1483,2022-08-23,9,3897.9,68.98,3828.92,1483,35,15,4954
1484,2023-07-12,73,19608.53,23.93,19584.6,1484,24,17,4995
1485,2021-10-02,18,7795.8,75.23,7720.570000000001,1485,27,12,4954
1486,2022-02-09,39,8923.98,43.94,8880.039999999999,1486,35,18,4967
1487,03-27-2022,24,5491.68,7.96,5483.72,1487,37,18,4995
1488,2022-09-02,60,57091.8,245.37,56846.42999999999,1488,27,16,4995
1489,2023-09-17,53,19292.53,22.2,19270.33,1489,39,10,4956
1490,2022-02-12,33,15215.97,115.87,15100.1,3268,13,10,4977
1491,2022-09-29,78,66099.54,150.3,65949.23999999999,1491,37,10,4994
1492,01-03-2023,76,70702.8,15.33,70687.47,1492,30,18,4998
1493,2022-09-14,94,4345.62,11.07,4334.55,1493,38,15,4995
1494,2023-06-18,45,39278.25,4.11,39274.14,1494,26,17,4995
1495,01-14-2023,83,78976.98999999999,226.57,78750.41999999998,1495,26,18,4923
1496,2023-04-28,30,28545.9,32.88,28513.02,1496,35,17,4923
1497,2022-04-03,53,22954.300000000003,115.91,22838.390000000003,1497,28,16,4954
1498,2022-12-14,31,14293.79,108.99,14184.8,1498,37,18,4977
1499,2021-10-22,62,16653.82,50.79,16603.03,1499,15,12,4991
1500,2022-07-30,37,16024.7,42.01,15982.69,1500,29,16,4954
1501,2022-06-04,15,4029.15,38.84,3990.31,1501,34,16,4995
1502,2022-12-03,42,11281.62,58.54,11223.08,1502,21,18,4991
1503,10-27-2021,44,41867.32,94.88,41772.44,1503,33,10,4923
1504,2022-01-13,58,2681.34,2.17,2679.17,1504,34,16,4949
1505,2022-04-06,64,54235.52,125.72,54109.8,1505,34,18,4994
1506,2022-11-09,15,5460.15,55.19,5404.96,1506,35,17,4956
1507,2022-10-11,45,19431.9,55.63,19376.27,1507,27,18,4995
1508,2022-03-30,14,11864.02,72.5,11791.52,1508,34,16,4994
1509,2022-03-17,75,74634.75,147.9,74486.85,1509,38,15,4973
1510,2022-01-03,41,17757.100000000002,18.2,17738.9,1510,33,10,4954
1511,2022-01-22,100,66005.0,15.0,65990.0,1511,28,10,4996
1512,2023-08-03,34,31630.2,238.83,31391.369999999995,1512,22,10,4998
1513,03-12-2023,38,13832.38,67.93,13764.45,1513,40,18,4956
1514,2022-02-15,100,65111.0,180.25,64930.75,1514,30,16,4963
1515,2023-07-25,96,4438.08,0.51,4437.57,1515,40,16,4995
1516,2023-07-28,42,35592.06,167.89,35424.17,1516,35,15,4995
1517,2021-11-21,47,17108.47,50.59,17057.88,1517,31,16,4956
1518,2022-11-08,40,17272.8,43.07,17229.73,1518,35,10,4982
1519,2021-12-20,32,22188.48,114.76,22073.72,1519,27,12,4990
1520,2023-09-18,62,14186.84,25.99,14160.85,3561,26,16,4967
1521,2023-01-22,63,40452.93,45.54,40407.39,1521,21,16,4995
1522,2021-12-16,59,56140.27,123.9,56016.37,1522,39,17,4923
1523,2023-01-25,18,8299.619999999999,126.41,8173.209999999999,1523,40,10,4977
1524,2023-04-03,70,3236.1,11.58,3224.52,1524,34,10,4995
1525,2022-11-05,79,50726.69,68.7,50657.990000000005,1525,22,12,4997
1526,2023-09-04,9,7855.650000000001,250.5,7605.150000000001,1526,26,16,4966
1527,2022-01-12,93,61384.65,129.02,61255.63,1527,27,17,4996
1528,04-12-2022,24,20338.32,158.01,20180.31,1528,34,12,4994
1529,2023-02-22,19,16584.15,173.87,16410.280000000002,1529,32,10,4966
1530,2023-07-18,13,884.1300000000001,13.89,870.2400000000001,4999,34,18,4974
1531,06-02-2022,23,19324.370000000003,96.9,19227.47,1531,37,17,4976
1532,2023-04-20,93,78137.67,73.52,78064.15,1532,28,15,4976
1533,2023-04-14,97,63157.67,106.84,63050.83,1533,36,15,4963
1534,2023-02-25,33,21486.63,25.96,21460.67,1534,21,17,4963
1535,2023-09-19,34,1571.82,5.33,1566.49,1535,15,18,4949
1536,2022-09-23,15,14272.95,228.41,14044.54,1536,40,17,4923
1537,2022-05-13,38,13832.38,55.3,13777.08,1537,13,12,4956
1538,2023-03-25,91,20822.62,42.74,20779.88,1538,13,12,4967
1539,2023-06-01,28,12126.8,57.55,12069.250000000002,1539,36,12,4954
1540,2023-06-25,16,15224.48,142.32,15082.16,1540,27,16,4923
1541,2022-01-13,39,16890.9,55.64,16835.260000000002,1541,13,17,4954
1542,2021-11-16,94,78977.86,190.57,78787.29,1542,32,12,4976
